,day,month,year,crash_time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,bad_road_infrastructure,car_failure,distraction,driver_mistake,illegal_action,medical,other_involvement
485,20,4,2017,12,40.66021,-73.768906,0,0,0,0,0,1,0,0,0
487,22,4,2017,18,40.758224,-73.91741,1,0,0,0,1,0,0,0,0
488,21,4,2017,6,40.68594,-73.84686,0,0,0,0,0,1,0,0,0
489,6,5,2017,16,40.73624,-73.81055,0,0,0,0,0,1,0,0,0
490,16,4,2017,21,40.744522,-73.99164,0,0,0,0,0,1,0,0,0
491,25,4,2017,9,40.75826,-73.76829,1,0,0,0,0,0,1,0,0
492,15,4,2017,12,40.60242,-73.99459,0,0,0,0,0,1,0,0,0
493,28,4,2017,13,40.770256,-73.91586,0,0,0,0,0,1,0,0,0
494,22,4,2017,22,40.52114,-74.21724,0,0,0,0,0,1,0,0,0
495,7,5,2017,11,40.75451,-73.827156,0,0,0,0,0,0,0,0,1
496,2,5,2017,0,40.62524,-74.00947,0,0,0,0,0,1,0,0,0
497,28,4,2017,8,40.636677,-73.97314,0,0,0,0,1,0,0,0,0
498,18,4,2017,20,40.666595,-73.87176,1,0,0,0,1,0,0,0,0
500,8,5,2017,16,40.79522,-73.921524,0,0,0,0,0,1,0,0,0
501,5,5,2017,19,40.811367,-73.95402,0,0,1,0,0,0,0,0,0
505,15,4,2017,17,40.62194,-73.91753,0,0,0,0,1,0,0,0,0
508,17,4,2017,12,40.73116,-73.984245,1,0,0,0,0,0,0,0,1
509,21,4,2017,8,40.74451,-73.99162,0,0,0,0,1,0,0,0,0
510,7,5,2017,15,40.75626,-73.969894,0,0,0,0,1,0,0,0,0
511,9,5,2017,16,40.770054,-73.914406,3,0,0,0,1,0,0,0,0
512,4,5,2017,9,40.731575,-73.92484,0,0,0,0,1,0,0,0,0
513,9,5,2017,13,40.80422,-73.91135,0,0,0,0,0,1,0,0,0
514,29,4,2017,10,40.742252,-74.00071,0,0,0,0,0,1,0,0,0
515,24,4,2017,16,40.69997,-73.94059,1,0,0,0,0,1,0,0,0
516,6,5,2017,15,40.717033,-73.95644,1,0,0,0,0,1,0,0,0
519,7,5,2017,20,40.829185,-73.928764,0,0,0,0,0,1,0,0,0
520,15,4,2017,17,40.807537,-73.8798,0,0,0,0,0,0,0,0,1
522,21,4,2017,7,40.752434,-73.75949,0,0,0,0,1,0,0,0,0
523,8,5,2017,18,40.69878,-73.91178,0,0,0,0,0,0,0,0,1
525,23,4,2017,0,40.638786,-73.94538,3,0,0,0,0,1,0,0,0
527,6,5,2017,11,40.685837,-73.82686,0,0,0,0,0,1,0,0,0
528,26,4,2017,17,40.591263,-73.944016,1,0,0,0,1,0,0,0,0
529,4,5,2017,7,40.675053,-73.87436,0,0,0,0,0,1,0,0,0
530,18,4,2017,11,40.845776,-73.863464,1,0,0,0,1,0,0,0,0
531,4,5,2017,11,40.8541,-73.919106,1,0,0,0,0,1,0,0,0
537,21,4,2017,6,40.76562,-73.98822,0,0,0,0,1,0,0,0,0
538,15,4,2017,12,40.738403,-73.80272,0,0,0,0,0,1,0,0,0
539,24,4,2017,12,40.60496,-73.94377,2,0,0,0,0,1,0,0,0
540,18,4,2017,9,40.803593,-73.919785,0,0,0,0,0,1,0,0,0
541,2,5,2017,23,40.808277,-73.9388,2,0,0,0,1,0,0,0,0
543,7,5,2017,17,40.76813,-73.87625,0,0,0,0,1,0,0,0,0
544,5,5,2017,19,40.638157,-73.89176,0,0,0,0,1,0,0,0,0
546,15,4,2017,16,40.743397,-73.88388,0,0,0,0,0,0,1,0,0
547,23,4,2017,22,40.700703,-73.752,2,0,0,0,0,1,0,0,0
548,22,4,2017,18,40.73251,-73.86827,0,0,0,0,0,1,0,0,0
552,28,4,2017,20,40.590744,-74.19234,0,0,0,1,0,0,0,0,0
553,10,5,2017,9,40.789116,-73.82259,0,0,0,0,0,1,0,0,0
559,4,5,2017,15,40.690144,-73.98408,0,0,0,0,0,1,0,0,0
561,15,4,2017,15,40.701237,-73.79465,1,0,0,0,0,1,0,0,0
562,23,4,2017,6,40.75781,-73.97353,1,0,0,0,1,0,0,0,0
563,29,4,2017,16,40.81516,-73.91774,0,0,0,1,0,0,0,0,0
564,29,4,2017,10,40.815685,-73.9583,0,0,0,0,0,0,0,0,1
565,21,4,2017,9,40.710396,-74.00561,0,0,0,0,1,0,0,0,0
566,27,4,2017,13,40.759033,-73.81325,0,0,0,0,0,1,0,0,0
567,22,4,2017,0,40.761093,-73.98327,0,0,0,0,0,1,0,0,0
568,8,5,2017,18,40.779495,-73.9535,0,0,0,0,0,1,0,0,0
569,20,4,2017,10,40.71476,-73.82104,0,0,0,0,0,1,0,0,0
570,4,5,2017,2,40.659607,-73.77386,0,0,0,0,1,0,0,0,0
571,26,4,2017,11,40.78211,-73.955795,0,0,0,0,0,1,0,0,0
572,28,4,2017,18,40.770393,-73.94808,0,0,0,0,0,1,0,0,0
573,20,4,2017,12,40.69889,-73.91753,0,0,0,0,0,1,0,0,0
574,1,5,2017,20,40.638878,-74.00605,0,0,0,0,0,1,0,0,0
575,14,4,2017,15,40.777542,-73.957016,0,0,0,0,0,1,0,0,0
577,3,5,2017,23,40.772953,-73.92028,1,0,0,0,0,0,0,0,1
579,22,4,2017,0,40.85132,-73.90842,0,0,0,0,0,0,0,0,1
580,25,4,2017,10,40.790363,-73.97342,0,0,0,0,0,1,0,0,0
581,4,5,2017,7,40.75834,-73.95775,1,0,0,0,0,1,0,0,0
582,20,4,2017,18,40.75252,-73.98071,0,0,0,0,0,1,0,0,0
584,8,5,2017,17,40.705265,-73.81606,0,0,0,0,0,1,0,0,0
586,6,5,2017,16,40.698368,-73.996956,0,0,0,0,1,0,0,0,0
587,6,5,2017,21,40.846947,-73.92842,1,0,0,0,0,1,0,0,0
588,9,5,2017,18,40.742874,-73.933945,0,0,0,0,1,0,0,0,0
589,5,5,2017,15,40.666405,-73.802635,0,0,1,0,0,0,0,0,0
590,24,4,2017,8,40.7642,-73.788086,0,0,0,0,1,0,0,0,0
591,9,5,2017,8,40.52671,-74.17841,0,0,0,0,0,0,0,0,1
592,3,5,2017,14,40.816864,-73.882744,0,0,0,0,0,1,0,0,0
593,21,4,2017,13,40.719337,-73.985916,0,0,0,0,1,0,0,0,0
594,30,4,2017,20,40.752453,-73.87534,0,0,0,0,0,1,0,0,0
595,28,4,2017,11,40.84756,-73.857445,0,0,0,0,0,1,0,0,0
596,24,4,2017,0,40.754387,-73.89653,2,0,0,0,0,0,1,0,0
597,5,5,2017,17,40.722324,-74.01178,1,0,0,0,0,1,0,0,0
598,28,4,2017,18,40.668907,-73.78106,0,0,0,0,1,0,0,0,0
599,15,4,2017,3,40.729008,-74.00089,0,0,0,0,1,0,0,0,0
600,27,4,2017,8,40.603004,-73.96156,0,0,0,0,0,1,0,0,0
601,15,4,2017,18,40.81513,-73.94535,0,0,0,0,0,1,0,0,0
603,27,4,2017,14,40.600014,-73.9665,2,0,0,0,1,0,0,0,0
604,21,4,2017,23,40.70985,-73.917145,0,0,0,0,0,1,0,0,0
605,14,4,2017,12,40.845806,-73.92921,0,0,0,0,0,1,0,0,0
606,25,4,2017,0,40.868534,-73.91841,0,0,0,0,1,0,0,0,0
607,16,4,2017,1,40.789055,-73.94861,0,0,0,0,0,1,0,0,0
609,8,5,2017,13,40.64406,-73.99349,3,0,0,0,1,0,0,0,0
611,24,6,2019,15,40.670403,-73.98011,0,0,0,0,1,0,0,0,0
612,25,4,2017,2,40.665794,-73.7464,2,0,0,0,0,0,1,0,0
613,18,4,2017,10,40.727833,-73.811134,3,0,0,0,0,1,0,0,0
614,28,4,2017,14,40.607075,-73.959854,0,0,0,0,1,0,0,0,0
615,25,4,2017,15,40.73937,-73.79189,0,0,0,0,0,1,0,0,0
616,19,4,2017,10,40.75834,-73.95775,0,0,0,0,0,1,0,0,0
617,28,4,2017,6,40.605568,-74.03118,2,0,0,0,0,1,0,0,0
618,16,4,2017,20,40.67489,-73.884544,0,0,0,0,1,0,0,0,0
619,6,5,2017,12,40.59647,-73.97792,0,0,0,0,1,0,0,0,0
620,28,4,2017,19,40.63555,-73.97803,1,0,0,0,0,1,0,0,0
621,1,5,2017,7,40.748543,-73.94964,0,0,0,0,0,1,0,0,0
623,5,5,2017,15,40.824074,-73.85979,0,0,0,0,0,1,0,0,0
627,15,4,2017,13,40.76132,-73.9171,0,0,0,0,0,1,0,0,0
629,10,5,2017,8,40.88521,-73.86271,0,0,0,0,0,1,0,0,0
630,6,5,2017,11,40.85916,-73.89177,0,0,0,0,0,1,0,0,0
632,2,5,2017,16,40.856243,-73.895584,0,0,0,0,1,0,0,0,0
633,25,4,2017,7,40.636265,-73.94802,0,0,0,0,0,0,0,0,1
634,29,4,2017,17,40.586056,-73.97178,0,0,0,0,1,0,0,0,0
635,29,4,2017,14,40.683655,-73.78266,0,0,0,0,1,0,0,0,0
636,23,4,2017,2,40.607513,-73.94907,0,0,0,0,1,0,0,0,0
639,16,4,2017,23,40.709824,-73.89536,0,0,0,0,0,1,0,0,0
642,21,4,2017,15,40.792927,-73.94791,0,0,0,0,0,0,0,0,1
644,20,4,2017,3,40.76155,-73.99408,0,0,0,0,1,0,0,0,0
645,17,4,2017,14,40.755272,-73.985176,1,0,0,0,0,1,0,0,0
646,24,4,2017,14,40.70495,-74.01156,0,0,0,0,1,0,0,0,0
647,28,4,2017,21,40.798256,-73.82744,1,0,0,0,0,1,0,0,0
648,2,5,2017,15,40.812313,-73.93136,0,0,0,0,0,0,0,0,1
649,20,4,2017,11,40.675434,-73.9037,0,0,0,0,1,0,0,0,0
650,3,5,2017,11,40.77077,-73.91727,0,0,0,0,1,0,0,0,0
653,22,4,2017,17,40.8037,-73.93582,0,0,0,0,0,1,0,0,0
655,28,4,2017,12,40.752316,-73.8324,0,0,0,0,0,1,0,0,0
657,27,4,2017,19,40.725998,-73.950035,0,0,0,0,0,1,0,0,0
658,27,4,2017,13,40.86221,-73.89965,1,0,0,0,0,1,0,0,0
659,29,4,2017,19,40.878746,-73.84241,1,0,0,0,1,0,0,0,0
661,19,4,2017,17,40.686085,-73.982666,0,0,0,0,0,1,0,0,0
662,28,4,2017,0,40.60307,-74.14047,1,0,0,0,1,0,0,0,0
663,24,4,2017,14,40.78849,-73.78973,1,0,0,0,0,1,0,0,0
665,1,5,2017,14,40.730133,-73.98949,0,0,0,0,1,0,0,0,0
670,9,5,2017,22,40.80532,-73.95101,1,0,0,0,1,0,0,0,0
671,19,4,2017,7,40.809284,-73.92927,0,0,0,0,0,1,0,0,0
674,19,4,2017,16,40.680775,-73.922356,0,0,0,0,0,1,0,0,0
675,17,4,2017,12,40.729008,-73.99375,0,0,0,0,0,1,0,0,0
676,9,5,2017,6,40.64606,-74.01648,0,0,0,0,0,1,0,0,0
677,4,5,2017,8,40.897884,-73.83969,0,0,0,0,0,1,0,0,0
678,8,5,2017,21,40.71527,-73.85857,0,0,0,0,0,1,0,0,0
679,7,5,2017,22,40.695858,-73.81891,1,0,0,0,1,0,0,0,0
681,24,4,2017,9,40.814526,-73.83672,0,0,0,0,0,1,0,0,0
683,9,5,2017,11,40.87144,-73.867165,0,0,0,0,1,0,0,0,0
684,29,4,2017,12,40.739395,-74.0028,0,0,0,0,0,1,0,0,0
686,17,4,2017,19,40.694984,-73.799904,0,0,0,0,1,0,0,0,0
687,6,5,2017,14,40.69787,-73.743034,0,0,0,0,1,0,0,0,0
688,6,5,2017,5,40.73104,-73.99961,0,0,0,0,0,0,1,0,0
689,26,4,2017,22,40.67232,-73.87508,1,0,0,0,1,0,0,0,0
691,26,4,2017,21,40.679504,-74.00769,0,0,0,0,0,0,1,0,0
692,23,4,2017,16,40.735638,-73.996864,0,0,0,0,0,1,0,0,0
693,22,4,2017,8,40.824425,-73.84614,0,0,0,0,0,1,0,0,0
694,16,4,2017,12,40.61811,-73.959114,0,0,0,0,0,1,0,0,0
695,30,4,2017,18,40.639717,-73.99083,0,0,0,0,0,1,0,0,0
699,17,4,2017,7,40.64137,-73.87729,0,0,0,0,1,0,0,0,0
700,29,4,2017,9,40.677876,-73.85064,0,0,0,0,0,1,0,0,0
701,20,4,2017,7,40.759243,-73.96829,0,0,0,0,1,0,0,0,0
703,26,4,2017,17,40.679344,-73.98722,0,0,0,0,0,1,0,0,0
704,3,5,2017,13,40.69215,-73.86216,0,0,0,0,0,0,1,0,0
706,4,5,2017,20,40.736496,-73.909225,0,0,0,0,0,1,0,0,0
708,17,4,2017,7,40.762234,-73.98987,0,0,0,0,0,0,0,0,1
709,1,5,2017,22,40.665558,-73.72985,0,0,0,0,1,0,0,0,0
711,16,4,2017,16,40.718555,-73.988205,0,0,0,0,1,0,0,0,0
712,25,4,2017,17,40.673107,-73.99959,1,0,0,0,1,0,0,0,0
713,27,4,2017,23,40.74468,-73.987305,0,0,0,0,0,1,0,0,0
714,4,5,2017,16,40.717278,-73.99544,0,0,0,0,0,1,0,0,0
715,23,4,2017,12,40.721966,-74.00824,0,0,0,0,0,1,0,0,0
716,20,4,2017,8,40.75747,-73.95583,0,0,0,0,1,0,0,0,0
717,6,5,2017,7,40.68957,-73.85706,0,0,0,0,0,1,0,0,0
720,30,4,2017,6,40.668144,-73.95212,0,0,0,0,0,0,1,0,0
721,3,5,2017,17,40.746204,-73.835075,0,0,0,0,0,1,0,0,0
723,4,5,2017,17,40.622826,-73.938416,0,0,0,0,0,1,0,0,0
724,6,5,2017,21,40.72639,-73.9918,1,0,0,0,0,1,0,0,0
725,20,4,2017,11,40.733166,-74.01014,0,0,0,0,0,0,0,0,1
726,5,5,2017,21,40.58865,-74.11126,2,0,0,0,0,1,0,0,0
727,6,5,2017,18,40.713634,-73.94595,0,0,0,0,0,1,0,0,0
730,28,4,2017,23,40.747334,-73.955055,0,0,0,0,1,0,0,0,0
732,2,5,2017,17,40.741207,-73.71864,0,0,0,0,0,1,0,0,0
733,24,4,2017,16,40.724403,-73.99589,0,0,0,0,0,1,0,0,0
734,16,4,2017,8,40.785774,-73.80956,0,0,0,0,0,1,0,0,0
735,29,4,2017,13,40.57624,-73.95952,0,0,0,0,1,0,0,0,0
736,28,4,2017,14,40.68293,-74.005684,0,0,0,0,0,1,0,0,0
737,29,4,2017,0,40.843063,-73.90954,1,0,0,0,0,0,0,0,1
738,19,4,2017,13,40.76555,-73.83911,1,0,0,0,0,1,0,0,0
739,22,4,2017,16,40.599247,-74.00146,0,0,0,0,0,1,0,0,0
743,21,4,2017,14,40.70213,-73.80445,0,0,0,0,0,1,0,0,0
744,28,4,2017,19,40.745148,-73.93348,0,0,0,0,0,1,0,0,0
748,6,5,2017,18,40.73594,-73.85887,1,0,0,0,1,0,0,0,0
749,22,4,2017,16,40.849308,-73.93192,0,0,0,0,0,1,0,0,0
750,25,4,2017,10,40.832222,-73.8574,0,0,0,0,0,1,0,0,0
752,1,5,2017,15,40.849403,-73.871445,0,0,0,0,1,0,0,0,0
753,24,4,2017,21,40.7044,-73.77089,0,0,0,0,1,0,0,0,0
754,6,5,2017,10,40.76002,-73.83487,0,0,0,0,0,1,0,0,0
755,4,5,2017,11,40.78318,-73.94362,0,0,0,0,0,0,0,0,1
757,21,4,2017,16,40.737144,-73.9171,0,0,0,0,0,1,0,0,0
758,15,4,2017,10,40.679337,-73.89483,0,0,0,0,1,0,0,0,0
760,2,5,2017,12,40.760456,-73.98374,0,0,1,0,0,0,0,0,0
761,27,4,2017,19,40.759624,-73.99548,1,0,0,0,1,0,0,0,0
763,24,4,2017,21,40.703835,-73.757416,2,0,0,0,0,1,0,0,0
764,19,4,2017,10,40.795532,-73.975845,0,0,0,0,1,0,0,0,0
766,5,5,2017,11,40.599052,-74.1627,0,0,0,0,0,0,0,0,1
768,18,4,2017,15,40.78407,-73.849434,0,0,0,0,0,1,0,0,0
769,6,5,2017,8,40.58339,-74.08979,0,0,0,0,0,0,1,0,0
771,26,4,2017,22,40.836502,-73.825165,1,0,0,0,1,0,0,0,0
772,1,5,2017,8,40.661396,-73.89277,0,0,0,0,1,0,0,0,0
774,4,5,2017,10,40.717186,-74.0129,0,0,0,0,1,0,0,0,0
775,15,4,2017,9,40.584423,-73.98774,0,0,0,0,0,1,0,0,0
776,2,5,2017,16,40.716248,-73.76385,0,0,0,0,1,0,0,0,0
777,26,4,2017,7,40.65477,-74.00708,0,0,0,0,1,0,0,0,0
778,23,4,2017,4,40.729626,-73.98829,0,0,0,0,1,0,0,0,0
780,14,4,2017,0,40.54831,-74.17887,1,0,0,0,1,0,0,0,0
781,27,4,2017,13,40.770424,-73.96222,0,0,0,0,1,0,0,0,0
782,16,4,2017,21,40.84036,-73.91807,0,0,0,0,1,0,0,0,0
784,22,4,2017,11,40.738243,-73.97394,0,0,0,0,0,0,0,0,1
785,29,4,2017,18,40.652462,-73.92285,0,0,0,0,1,0,0,0,0
786,30,4,2017,22,40.82048,-73.81809,0,0,0,0,0,1,0,0,0
787,24,4,2017,8,40.836338,-73.88474,1,0,0,0,0,0,0,0,1
788,24,4,2017,17,40.63224,-73.975296,0,0,0,0,1,0,0,0,0
789,25,4,2017,17,40.77696,-73.959564,1,0,0,0,0,1,0,0,0
790,5,5,2017,23,40.745304,-73.82595,0,0,0,0,0,1,0,0,0
791,1,5,2017,8,40.8678,-73.86251,0,0,0,0,0,0,0,0,1
793,5,5,2017,8,40.814636,-73.795815,1,0,0,0,0,1,0,0,0
795,8,5,2017,13,40.79381,-73.95112,1,0,0,0,0,1,0,0,0
796,20,4,2017,23,40.823647,-73.943855,0,0,0,0,1,0,0,0,0
797,6,5,2017,22,40.85521,-73.92944,0,0,0,0,1,0,0,0,0
798,5,5,2017,16,40.8022,-73.9678,0,0,0,0,0,1,0,0,0
800,23,4,2017,12,40.759537,-73.98544,0,0,0,0,0,1,0,0,0
802,3,5,2017,15,40.755505,-73.96807,0,0,0,0,0,1,0,0,0
803,25,4,2017,14,40.61021,-74.13326,0,0,1,0,0,0,0,0,0
804,5,5,2017,19,40.883152,-73.856285,0,0,0,0,0,1,0,0,0
805,29,4,2017,4,40.63555,-73.9108,0,0,0,0,0,0,1,0,0
807,21,4,2017,14,40.830563,-73.92727,0,0,0,0,0,0,0,0,1
809,26,4,2017,14,40.78195,-73.97549,0,0,0,0,0,1,0,0,0
810,24,4,2017,10,40.60413,-74.02015,0,0,0,0,1,0,0,0,0
811,5,5,2017,15,40.75529,-73.99493,0,0,0,0,0,1,0,0,0
813,30,4,2017,16,40.733967,-73.87177,0,0,0,0,0,1,0,0,0
814,26,4,2017,12,40.69662,-73.8162,0,0,0,0,1,0,0,0,0
816,2,5,2017,17,40.84383,-73.837776,0,0,0,0,1,0,0,0,0
817,14,4,2017,10,40.73603,-73.99781,0,0,0,0,0,1,0,0,0
820,27,4,2017,18,40.82499,-73.91662,0,0,0,0,0,1,0,0,0
821,5,5,2017,9,40.77077,-73.91727,0,0,0,0,0,1,0,0,0
822,25,4,2017,17,40.740284,-73.980736,0,0,0,0,0,1,0,0,0
823,8,5,2017,16,40.719036,-73.95968,0,0,0,0,0,1,0,0,0
827,20,4,2017,8,40.592785,-73.797165,0,0,0,0,1,0,0,0,0
828,8,5,2017,8,40.726116,-73.79063,0,0,0,0,0,1,0,0,0
830,17,4,2017,8,40.721172,-73.99658,0,0,0,0,0,1,0,0,0
836,7,5,2017,4,40.628117,-73.956856,0,0,0,0,1,0,0,0,0
837,3,5,2017,22,40.72586,-73.90017,1,0,0,0,0,0,1,0,0
838,4,5,2017,22,40.75928,-73.97895,0,0,0,0,0,1,0,0,0
840,6,5,2017,15,40.74937,-73.739494,0,0,0,0,1,0,0,0,0
843,28,4,2017,5,40.841614,-73.91248,1,0,0,0,1,0,0,0,0
845,24,4,2017,4,40.831127,-73.91745,0,0,0,0,0,1,0,0,0
846,19,4,2017,18,40.70313,-73.816795,0,0,0,0,0,1,0,0,0
848,19,4,2017,18,40.685955,-73.98028,0,0,0,0,1,0,0,0,0
850,1,5,2017,16,40.704716,-73.92875,1,0,0,0,0,1,0,0,0
855,4,5,2017,20,40.86235,-73.89997,0,0,0,0,0,1,0,0,0
856,19,4,2017,23,40.755516,-73.961105,1,0,0,0,1,0,0,0,0
860,14,4,2017,18,40.872494,-73.83314,0,0,0,0,0,0,0,0,1
861,24,4,2017,2,40.64485,-73.96002,3,0,0,0,0,0,1,0,0
862,20,4,2017,5,40.695496,-73.89588,0,0,0,0,0,0,1,0,0
863,25,4,2017,17,40.603832,-74.06895,1,0,0,0,0,1,0,0,0
864,15,4,2017,0,40.739162,-73.78556,0,0,0,0,1,0,0,0,0
865,25,4,2017,9,40.736668,-73.997345,0,0,0,0,0,1,0,0,0
867,9,5,2017,7,40.826424,-73.85868,0,0,0,0,1,0,0,0,0
869,19,4,2017,16,40.76432,-73.77104,0,0,0,0,0,0,0,0,1
871,27,4,2017,18,40.623608,-74.14143,0,0,0,0,0,0,1,0,0
872,8,5,2017,15,40.77593,-73.94713,1,0,0,0,1,0,0,0,0
874,14,4,2017,11,40.77837,-73.90594,0,0,0,0,0,1,0,0,0
875,28,4,2017,16,40.728302,-73.78392,0,0,0,0,0,1,0,0,0
876,6,5,2017,9,40.802753,-73.93358,0,0,0,0,1,0,0,0,0
877,30,4,2017,15,40.733967,-73.87177,0,0,0,0,0,1,0,0,0
880,6,5,2017,0,40.878536,-73.83381,0,0,0,0,0,1,0,0,0
881,24,4,2017,17,40.67907,-73.97385,0,0,0,0,1,0,0,0,0
882,19,4,2017,16,40.75605,-73.94766,0,0,0,0,1,0,0,0,0
883,4,5,2017,20,40.86536,-73.87043,1,0,0,0,0,1,0,0,0
884,1,5,2017,14,40.6845,-73.92639,0,0,0,0,0,1,0,0,0
885,25,4,2017,13,40.746143,-73.94174,0,0,0,0,0,1,0,0,0
888,27,4,2017,11,40.740444,-73.98493,0,0,0,0,0,0,1,0,0
889,2,5,2017,11,40.76661,-73.965,1,0,0,0,0,1,0,0,0
893,20,4,2017,14,40.745583,-73.97782,0,0,0,0,0,1,0,0,0
894,29,4,2017,8,40.7265,-73.95453,0,0,0,0,0,0,1,0,0
896,19,4,2017,6,40.748737,-73.758385,0,0,0,0,0,1,0,0,0
897,23,4,2017,18,40.75505,-73.8834,0,0,0,0,0,1,0,0,0
899,7,5,2017,16,40.733437,-73.86418,0,0,0,0,0,1,0,0,0
900,26,4,2017,20,40.741028,-73.99417,0,0,0,0,1,0,0,0,0
901,29,4,2017,22,40.721516,-73.804405,0,0,0,0,1,0,0,0,0
905,27,4,2017,14,40.734974,-73.97987,0,0,0,0,1,0,0,0,0
906,5,5,2017,18,40.74357,-73.83772,1,0,0,0,0,0,1,0,0
907,30,4,2017,11,40.73401,-73.90603,0,0,0,0,1,0,0,0,0
909,29,4,2017,20,40.761436,-73.76995,0,0,0,0,0,1,0,0,0
910,27,4,2017,10,40.632885,-74.019745,0,0,0,0,0,1,0,0,0
911,3,5,2017,23,40.780457,-73.91684,1,0,0,0,0,0,1,0,0
912,29,4,2017,11,40.718987,-73.892136,1,0,0,0,0,0,0,0,1
913,26,4,2017,7,40.68576,-73.915504,0,0,0,0,1,0,0,0,0
915,1,5,2017,18,40.86406,-73.92472,0,0,0,0,0,0,0,0,1
917,5,5,2017,16,40.68327,-73.95016,0,0,0,0,1,0,0,0,0
919,25,4,2017,19,40.73191,-73.87124,1,0,0,0,1,0,0,0,0
920,9,5,2017,15,40.852837,-73.9205,1,0,0,0,1,0,0,0,0
921,26,4,2017,13,40.76897,-73.7981,0,0,0,0,0,1,0,0,0
922,10,5,2017,8,40.812263,-73.92059,0,0,0,0,0,1,0,0,0
925,2,5,2017,16,40.625996,-73.99076,0,0,0,0,1,0,0,0,0
927,9,5,2017,10,40.733433,-73.9955,0,0,0,0,1,0,0,0,0
934,17,4,2017,11,40.736214,-73.85795,0,0,0,0,1,0,0,0,0
937,21,4,2017,17,40.801125,-73.92988,0,0,0,0,0,1,0,0,0
938,19,4,2017,9,40.847614,-73.887794,0,0,0,0,0,1,0,0,0
939,17,4,2017,16,40.705162,-74.00985,0,0,0,0,0,1,0,0,0
940,30,4,2017,15,40.553913,-74.17578,0,0,0,0,1,0,0,0,0
941,6,5,2017,12,40.730053,-73.79353,0,0,0,0,0,1,0,0,0
942,14,4,2017,15,40.69838,-73.78075,1,0,0,0,0,0,0,0,1
944,2,5,2017,20,40.67302,-73.824,0,0,0,0,0,1,0,0,0
948,17,4,2017,13,40.75458,-73.99915,1,0,0,0,0,1,0,0,0
950,23,4,2017,3,40.906555,-73.88658,0,0,0,0,1,0,0,0,0
952,8,5,2017,20,40.72986,-73.99523,0,0,1,0,0,0,0,0,0
954,18,4,2017,6,40.68064,-73.95338,0,0,0,0,0,1,0,0,0
955,20,4,2017,17,40.76241,-73.95443,0,0,0,0,1,0,0,0,0
956,8,5,2017,10,40.683647,-73.87219,0,0,0,0,0,1,0,0,0
957,3,5,2017,13,40.704403,-73.814445,0,0,0,0,0,0,1,0,0
958,2,5,2017,17,40.7056,-73.85822,0,0,0,0,0,1,0,0,0
959,22,4,2017,13,40.62381,-74.144165,0,0,0,0,0,1,0,0,0
960,9,5,2017,15,40.68775,-73.857414,0,0,0,0,0,0,1,0,0
961,19,4,2017,0,40.76399,-73.97853,0,0,0,0,1,0,0,0,0
962,9,5,2017,20,40.633564,-74.01595,0,0,0,0,0,1,0,0,0
964,20,4,2017,15,40.80075,-73.94428,1,0,0,0,0,1,0,0,0
968,6,5,2017,18,40.61483,-73.99838,0,0,0,0,0,1,0,0,0
969,29,4,2017,1,40.728855,-73.92782,0,0,0,0,1,0,0,0,0
970,22,4,2017,15,40.71226,-73.768456,0,0,0,0,0,1,0,0,0
973,15,4,2017,16,40.74901,-73.98384,1,0,0,0,0,1,0,0,0
976,28,4,2017,16,40.706852,-73.948204,1,0,0,0,0,1,0,0,0
977,23,4,2017,10,40.61688,-73.954735,0,0,0,0,1,0,0,0,0
980,16,4,2017,4,40.72048,-73.780106,0,1,0,0,0,0,1,0,0
981,18,4,2017,13,40.73319,-73.866875,0,0,0,0,0,1,0,0,0
982,1,5,2017,11,40.640877,-73.99576,0,0,0,0,1,0,0,0,0
983,7,5,2017,18,40.704807,-74.01495,0,0,0,0,0,1,0,0,0
984,3,5,2017,19,40.528225,-74.23938,1,0,0,0,0,1,0,0,0
985,5,5,2017,8,40.80719,-73.92431,0,0,0,0,0,1,0,0,0
987,7,5,2017,10,40.606846,-73.7571,0,0,0,0,0,1,0,0,0
988,2,5,2017,16,40.60356,-73.95022,0,0,0,0,1,0,0,0,0
990,27,4,2017,16,40.74701,-73.977196,0,0,0,0,1,0,0,0,0
993,9,5,2017,19,40.719723,-73.975,1,0,0,0,1,0,0,0,0
994,27,4,2017,9,40.87801,-73.88053,0,0,0,0,0,1,0,0,0
995,3,5,2017,19,40.706203,-73.96417,1,0,1,0,0,0,0,0,0
997,24,4,2017,9,40.73824,-73.93183,0,0,0,0,0,0,0,0,1
998,26,4,2017,23,40.757366,-73.95574,1,0,0,0,1,0,0,0,0
999,3,5,2017,15,40.76979,-73.988075,0,0,0,0,0,1,0,0,0
1000,1,5,2017,19,40.68574,-73.82774,0,0,0,0,0,0,1,0,0
1001,2,5,2017,8,40.722973,-73.83933,0,0,0,0,0,1,0,0,0
1002,15,4,2017,9,40.757397,-73.82908,0,0,0,0,1,0,0,0,0
1003,2,5,2017,11,40.565235,-74.181404,0,0,0,0,1,0,0,0,0
1005,15,4,2017,11,40.666546,-73.78808,0,0,0,0,1,0,0,0,0
1006,9,5,2017,11,40.82062,-73.86858,0,0,0,0,0,1,0,0,0
1007,9,5,2017,22,40.688114,-73.92104,1,0,0,0,1,0,0,0,0
1008,25,4,2017,20,40.70052,-74.01551,0,0,0,0,0,1,0,0,0
